,case_id,state,isMetro,areaname,county,family_member_count,housing_cost,food_cost,transportation_cost,healthcare_cost,other_necessities_cost,childcare_cost,taxes,total_cost,median_family_income,adults,children,residents
21194,2146,OH,True,"Canton-Massillon, OH MSA",Stark County,1p4c,11521.73364,10755.46872,13050.9072,13323.7884,8071.90944,15491.8824,5306.43756,77522.1264,70077.796875,1,4,5
3077,308,CO,False,"Yuma County, CO",Yuma County,2p2c,10020.0,9024.624,15741.0276,13083.9516,6900.61812,11996.39652,7448.28876,74214.9084,54692.86328125,2,2,4
2130,214,CA,True,"Napa, CA MSA",Napa County,1p0c,15972.0,4544.30532,12179.8452,5612.37996,7433.86668,0.0,9751.57032,55493.9652,104746.5234375,1,0,1
57,6,AL,False,"Bullock County, AL",Bullock County,2p2c,8460.0,9954.07032,14229.516,16991.9136,6672.14352,12173.1516,8795.31228,77276.1096,44495.453125,2,2,4
7535,760,IN,False,"Noble County, IN",Noble County,2p0c,7260.0,5268.83496,13028.8584,10333.37988,4539.69108,0.0,6260.00388,46690.7664,68568.359375,2,0,2
1953,196,CA,True,"Fresno, CA MSA",Fresno County,1p3c,18108.0,9175.18728,13624.9908,10952.9736,9885.77412,13615.8384,7654.59372,83017.3596,62295.484375,1,3,4
17380,1760,NE,False,"Stanton County, NE",Stanton County,1p0c,7344.0,3112.53768,11821.07004,7566.69,3788.81616,0.0,6292.90644,39926.022,81331.8125,1,0,1
5746,581,ID,False,"Gooding County, ID",Gooding County,2p1c,9012.0,7267.80396,14308.68,12633.078,5898.81516,5853.04068,6682.45308,61655.8716,61329.23828125,2,1,3
23526,2381,SC,False,"Newberry County, SC",Newberry County,2p1c,9540.0,6510.24828,13885.0884,12145.3008,5815.63812,4503.61272,5957.00388,58356.8904,60022.08984375,2,1,3
16869,1708,NE,False,"Frontier County, NE",Frontier County,2p4c,11364.0,13439.0616,15960.564,31215.9612,8987.12772,17986.5804,12570.6096,111523.8984,68902.078125,2,4,6
18832,1910,NY,True,"Ithaca, NY MSA",Tompkins County,1p2c,15228.0,7841.05368,12245.664,9862.81932,8358.82764,28613.1792,15960.828,98110.3716,88545.265625,1,2,3
15165,1538,MO,False,"Dent County, MO",Dent County,2p0c,6024.0,5535.13032,12927.6324,13237.38,4188.3288,0.0,6116.78136,48029.2524,54957.78515625,2,0,2
25064,2535,TN,False,"Sevier County, TN",Sevier County,1p4c,12804.0,12145.6308,13273.7964,14342.2752,9040.23564,10836.3186,3275.18736,75717.4452,59792.08203125,1,4,5
482,49,AL,True,"Mobile, AL MSA",Mobile County,1p2c,9888.0,7079.35176,11369.68656,11198.8338,6147.94116,14030.6124,7549.21512,67263.6384,62409.4609375,1,2,3
17005,1722,NE,False,"Hooker County, NE",Hooker County,2p0c,6684.0,5896.52964,14564.3172,15757.38,4558.422,0.0,7465.42608,54926.0748,62893.09375,2,0,2
21846,2211,OK,False,"Nowata County, OK",Nowata County,2p1c,8820.0,7386.17208,14256.3564,13763.274,5872.13568,6202.65156,7553.50776,63854.0976,53953.546875,2,1,3
9164,923,KS,False,"Ford County, KS",Ford County,1p4c,12480.0,10462.8018,13052.1876,17601.3048,8313.08208,10291.12284,6424.3206,78624.8208,60398.93359375,1,4,5
27156,2744,TX,False,"Reagan County, TX",Reagan County,2p1c,11688.0,6865.35276,13895.5212,13733.3112,6722.6118,5283.78696,6021.20328,64209.7848,81504.3203125,2,1,3
4665,473,GA,False,"Jeff Davis County, GA",Jeff Davis County,2p0c,6120.0,5459.04492,13075.7328,10365.58008,4195.54464,0.0,6280.50372,45496.4064,44287.0078125,2,0,2
1637,164,AR,True,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",Perry County,2p2c,7602.99096,9264.48048,15596.5956,14373.2724,6111.75,12080.2584,7011.60576,72040.9572,61168.02734375,2,2,4
17985,1825,NM,False,"Chaves County, NM",Chaves County,2p0c,8232.0,5535.13032,12935.1756,8154.56028,4988.3742,0.0,5406.18348,45251.4228,53194.72265625,2,0,2
26657,2694,TX,False,"La Salle County, TX",La Salle County,2p2c,8808.0,7465.55268,14387.5428,16453.0416,5896.5498,8302.45092,3960.9726,65274.1116,55959.96484375,2,2,4
16874,1709,NE,False,"Furnas County, NE",Furnas County,1p4c,10956.0,11413.96584,14376.8568,22405.1736,8105.52096,17890.0152,11983.86696,97131.3984,65631.640625,1,4,5
10200,1027,KY,False,"Crittenden County, KY",Crittenden County,1p0c,5700.0,2801.28372,11691.34356,6322.79004,3080.35032,0.0,5834.58804,35430.354,60916.45703125,1,0,1
8815,888,IA,False,"Wayne County, IA",Wayne County,2p0c,6516.0,5002.53996,13787.046,9421.37988,4173.62112,0.0,6024.20328,44924.7888,61960.73828125,2,0,2
6038,610,IL,False,"Cass County, IL",Cass County,2p3c,10932.0,10725.53316,14632.3296,21235.764,7847.37816,13240.0068,9424.81272,88037.8248,63010.15234375,2,3,5
27276,2756,TX,False,"San Jacinto County, TX",San Jacinto County,2p1c,8808.0,7812.29664,14994.9996,13164.024,6022.18872,4699.79736,5463.62112,60964.9272,55842.90625,2,1,3
8230,830,IA,False,"Franklin County, IA",Franklin County,1p0c,6228.0,3133.28796,11865.78876,5154.69,3391.96368,0.0,5683.31256,35457.0444,65979.734375,1,0,1
4323,439,GA,False,"Dooly County, GA",Dooly County,1p3c,9672.0,9145.3008,12691.6308,12829.1364,6818.25,8824.04076,4879.83576,64860.1932,53103.3359375,1,3,4
26949,2723,TX,False,"Moore County, TX",Moore County,2p4c,12288.0,12587.9196,14572.9308,21892.5012,9013.5264,9638.0478,3640.10928,83633.0328,60703.90234375,2,4,6
2403,241,CA,False,"Tuolumne County, CA",Tuolumne County,1p3c,18612.0,12133.962,15098.5956,15880.662,11140.47504,13449.8652,13524.234,99839.8008,77912.4765625,1,3,4
24183,2447,SD,False,"Sanborn County, SD",Sanborn County,1p3c,10848.0,9444.16704,14470.2564,16035.582,7352.65212,13185.7476,5415.40608,76751.8128,72859.46875,1,3,4
12190,1231,MA,True,"Providence-Fall River, RI-MA HUD Metro FMR Area | Taunton-Mansfield-Norton, MA HUD Metro FMR Area | Easton-Raynham, MA HUD Metro FMR Area | New Bedford, MA HUD Metro FMR Area",Bristol County,1p0c,9969.0498,3683.16984,9371.68428,4060.53996,4946.73744,0.0,6150.30684,38181.4896,89473.515625,1,0,1
5820,589,ID,False,"Lincoln County, ID",Lincoln County,1p0c,7548.0,3205.9134,12751.9956,5049.2802,3896.5668,0.0,6277.29864,38729.0532,55405.48046875,1,0,1
19949,2021,ND,False,"Billings County, ND",Billings County,2p4c,13428.0,16082.076,17069.3028,18296.5212,10692.6636,14049.582,6806.23464,96424.3764,94821.2265625,2,4,6
10037,1010,KY,False,"Boyle County, KY",Boyle County,2p2c,8880.0,7675.42752,13950.4464,14153.8476,5998.68384,11544.93168,7226.4294,69429.768,64558.60546875,2,2,4
6653,672,IL,False,"Ogle County, IL",Ogle County,1p3c,12228.0,8338.36236,13807.9932,14272.2288,7452.00444,13894.104,8994.63276,78987.3276,76971.90625,1,3,4
11064,1113,KY,True,"Bowling Green, KY HUD Metro FMR Area",Warren County,1p4c,12892.6656,10096.96944,13070.364,17031.438,8330.05152,18368.916,10786.97676,90577.3824,65770.265625,1,4,5
5836,590,ID,False,"Madison County, ID",Madison County,2p1c,9600.0,7031.06832,13095.7212,13621.8384,6026.09184,6112.11588,6833.52324,62320.3596,43553.85546875,2,1,3
13358,1357,MN,False,"Faribault County, MN",Faribault County,2p3c,11592.0,11054.98608,15531.12,18686.1588,8205.8958,12607.9596,8080.31256,85758.4332,71686.8359375,2,3,5
1366,137,AR,True,"Hot Springs, AR MSA",Garland County,2p1c,9588.0,7054.74168,13198.2168,11940.11568,6030.32148,5811.55044,6821.24196,60444.1872,60081.64453125,2,1,3
15993,1621,MT,False,"Beaverhead County, MT",Beaverhead County,1p3c,11280.0,10041.8994,14213.5836,12563.1696,7725.76536,17320.8984,10364.53932,83509.8576,72938.53125,1,3,4
7890,796,IA,False,"Adair County, IA",Adair County,1p0c,6228.0,3237.03924,11554.30152,4950.69,3429.55704,0.0,5587.10748,34986.6948,75375.1953125,1,0,1
5180,525,GA,False,"Tattnall County, GA",Tattnall County,1p0c,6564.0,3122.91252,10859.7114,5014.79004,3509.9502,0.0,5535.41784,34606.7808,53824.16796875,1,0,1
22886,2315,PA,False,"Mifflin County, PA",Mifflin County,2p1c,8688.0,6581.26908,13375.6524,13014.1152,5532.65844,6990.13404,7062.28488,61244.1156,60027.22265625,2,1,3
4342,441,GA,True,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Douglas County,1p2c,13286.6376,6720.90384,12753.288,10361.46312,7249.52124,12139.0908,8196.375,70707.2808,75780.7890625,1,2,3
28502,2879,VA,True,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Fauquier County,1p2c,16138.5708,8356.32348,14763.648,10528.93728,8875.46628,17645.4216,13898.046,90206.4144,124632.0390625,1,2,3
22059,2232,OK,False,"Washington County, OK",Washington County,2p4c,12204.0,13080.6852,15017.4996,21940.35,9161.63892,16519.8828,9095.7576,97019.8128,69290.21875,2,4,6
102,11,AL,True,"Chilton County, AL HUD Metro FMR Area",Chilton County,1p2c,8556.0,7056.94848,12662.2656,11796.9558,5657.18736,13258.8696,7313.53128,66301.758,56401.5,1,2,3
88,9,AL,False,"Chambers County, AL",Chambers County,2p3c,11472.0,10688.92752,13955.9004,19801.0812,8029.77756,14701.9824,9404.31228,88053.978,55003.9921875,2,3,5
11290,1136,LA,True,"Baton Rouge, LA HUD Metro FMR Area",East Baton Rouge Parish,1p0c,9603.71556,3548.29284,9483.45552,5749.47984,4765.4916,0.0,6083.67192,39234.108,76136.0703125,1,0,1
17643,1786,NV,True,"Carson City, NV MSA",Carson City,1p3c,17568.0,9683.25948,12613.38,14360.1288,9874.20552,18532.8204,9305.91432,91937.7072,73747.671875,1,3,4
17053,1727,NE,False,"Keith County, NE",Keith County,1p3c,11232.0,9234.96024,13466.3952,19472.6232,7415.9868,18632.46,11936.844,91391.268,68112.453125,1,3,4
30520,3081,WI,True,"Green Bay, WI HUD Metro FMR Area",Brown County,1p0c,7600.53876,3195.53868,9614.65068,4873.34988,3911.84436,0.0,5104.6758,34300.5996,83146.2109375,1,0,1
21228,2149,OH,False,"Tuscarawas County, OH",Tuscarawas County,2p3c,11928.0,10725.53316,14524.308,18303.6516,8208.2688,14002.7928,7230.67164,84923.226,66737.53125,2,3,5
1825,183,AR,True,"Fayetteville-Springdale-Rogers, AR HUD Metro FMR Area",Washington County,2p0c,7018.17336,5706.31932,12213.2268,9506.95968,4610.5854,0.0,5515.7736,44571.0384,65428.328125,2,0,2
24772,2506,TN,False,"Lauderdale County, TN",Lauderdale County,1p2c,7956.0,6474.471,12016.2864,8984.40972,5228.72904,8925.16404,2337.12888,51922.1892,46094.22265625,1,2,3
26200,2649,TX,False,"Hamilton County, TX",Hamilton County,1p0c,6456.0,2749.40844,11800.13748,5506.79004,3335.48256,0.0,4414.58784,34262.4048,67891.6875,1,0,1
6436,650,IL,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",Lake County,2p1c,16250.9628,7788.62472,13418.304,13499.7792,8710.49124,12021.9588,12377.6556,84067.7748,111388.0390625,2,1,3
10155,1022,KY,False,"Casey County, KY",Casey County,2p0c,6936.0,4926.45552,13411.7868,9741.58008,4298.23536,0.0,6670.15212,45984.2112,43613.41015625,2,0,2
26885,2717,TX,True,"Midland, TX HUD Metro FMR Area",Midland County,2p0c,13536.0,5706.31932,12673.7664,10106.95968,6972.25128,0.0,6685.1682,55680.4632,96750.6328125,2,0,2
25997,2628,TX,False,"Fisher County, TX",Fisher County,2p2c,8808.0,8724.80352,15573.8748,16453.0416,6352.82592,8228.7576,4569.31236,68710.6176,63663.21484375,2,2,4
7855,792,IN,False,"Wayne County, IN",Wayne County,2p0c,6660.0,5230.79292,12354.1584,10237.37988,4308.50316,0.0,5883.01572,44673.8496,59937.890625,2,0,2
263,27,AL,False,"Escambia County, AL",Escambia County,1p3c,9708.0,8936.09472,12578.0388,14114.2908,6755.49096,13876.7532,7487.00028,73455.6684,50277.51171875,1,3,4
10832,1090,KY,False,"Nicholas County, KY",Nicholas County,1p2c,7956.0,6160.82808,12972.7572,9415.05756,5115.08352,10808.41188,5622.75,58050.8904,50161.48046875,1,2,3
23030,2330,PA,False,"Tioga County, PA",Tioga County,1p0c,6228.0,3237.03924,11070.65844,4394.18004,3429.55704,0.0,5050.4766,33409.9104,62788.359375,1,0,1
19704,1997,NC,True,"Rowan County, NC HUD Metro FMR Area",Rowan County,1p4c,13896.0,10060.38792,13467.8172,13661.5608,8680.34472,15054.6492,8226.10176,83046.8616,62372.49609375,1,4,5
10441,1051,KY,True,"Louisville, KY-IN HUD Metro FMR Area",Henry County,1p1c,10014.32964,4342.47768,12364.71,6899.2368,5202.03768,6708.38604,6583.93356,52115.1096,63865.5,1,1,2
12963,1318,MI,False,"Ontonagon County, MI",Ontonagon County,1p3c,10956.0,9175.18728,14806.5576,14541.2148,7294.32276,15624.732,8793.78876,81191.8008,55544.1015625,1,3,4
16728,1694,NE,False,"Clay County, NE",Clay County,2p3c,10956.0,10432.68456,16048.8492,26262.2436,7749.96384,18143.3088,11416.27368,101009.3208,73729.1875,2,3,5
29322,2961,VA,True,"Richmond, VA MSA",Hopewell city,1p2c,11100.0102,7549.815,11601.20652,10098.28932,6757.56744,14987.8788,8410.42968,70505.1972,48128.36328125,1,2,3
27466,2775,TX,False,"Terry County, TX",Terry County,2p1c,8808.0,7244.1306,14089.6596,13733.3112,5816.3196,4699.79736,5232.43356,59623.6524,50651.2734375,2,1,3
6558,662,IL,False,"Marion County, IL",Marion County,2p3c,11268.0,10688.92752,14588.07,24921.8496,7955.8608,13318.6656,10524.06228,93265.4352,62271.8671875,2,3,5
25858,2614,TX,False,"DeWitt County, TX",DeWitt County,2p3c,12636.0,9554.14452,15770.7828,19172.772,8040.3648,9652.79952,4713.74232,79540.6056,72567.8515625,2,3,5
31109,3139,WI,False,"Vernon County, WI",Vernon County,2p4c,10980.0,14021.4216,15625.1412,18583.6188,9059.00028,17324.01,8499.24972,94092.4392,67875.2578125,2,4,6
24275,2456,SD,False,"Yankton County, SD",Yankton County,2p0c,6612.0,6067.71972,12653.628,12997.38,4594.36272,0.0,5474.12508,48399.2172,72908.7578125,2,0,2
29862,3015,WA,True,"Stevens County, WA HUD Metro FMR Area",Stevens County,1p2c,10032.0,7101.75516,13790.178,7755.93012,6208.23564,15012.5496,4650.85548,64551.504,65764.1015625,1,2,3
3809,387,FL,False,"Suwannee County, FL",Suwannee County,2p4c,12324.0,12991.0908,14271.6552,23519.394,9172.65528,11177.7774,4402.35168,87858.9252,54550.1328125,2,4,6
17531,1775,NV,False,"Eureka County, NV",Eureka County,1p1c,10572.0,5076.41748,15297.8436,9667.44,5670.03876,7947.0462,6056.76564,60287.5548,87378.7890625,1,1,2
30356,3064,WV,False,"Ritchie County, WV",Ritchie County,2p1c,8112.0,6486.5742,14246.1036,18257.64,5289.639,5843.44296,8833.06272,67068.4632,53126.953125,2,1,3
22241,2251,OR,False,"Jefferson County, OR",Jefferson County,1p1c,10596.0,5550.42036,12558.2544,7978.97172,5850.48492,6758.84844,8728.75416,58021.734,66140.9453125,1,1,2
4211,428,GA,False,"Colquitt County, GA",Colquitt County,1p1c,7776.0,4648.2858,11431.85232,7777.45968,4501.80876,5000.4906,4920.93756,46056.8352,45292.26953125,1,1,2
30254,3054,WV,False,"Morgan County, WV",Morgan County,1p4c,12228.0,11194.467,14288.1984,21583.9272,8486.8836,14062.824,11667.41376,93511.7172,65696.328125,1,4,5
2530,254,CO,False,"Cheyenne County, CO",Cheyenne County,1p0c,6636.0,3102.1626,13708.2012,4353.2802,3528.52044,0.0,5735.8008,37063.9656,83320.7734375,1,0,1
16710,1693,NE,False,"Cheyenne County, NE",Cheyenne County,1p0c,5808.0,3195.53868,10866.20952,7878.69,3262.3374,0.0,5581.56048,36592.3356,76082.6796875,1,0,1
8468,853,IA,False,"Louisa County, IA",Louisa County,2p3c,11040.0,10725.53316,15464.4096,16293.06,7886.51076,11270.08524,7815.48408,80495.0856,73571.0625,2,3,5
4315,438,GA,False,"Dodge County, GA",Dodge County,2p0c,5904.0,5611.2144,12937.2084,10341.58008,4172.4162,0.0,6215.55108,45181.9692,50540.37890625,2,0,2
20533,2080,OH,True,"Canton-Massillon, OH MSA",Carroll County,1p3c,10977.52224,9922.35276,13895.3892,11043.17724,7572.84888,15155.1456,6634.72632,75201.1644,69363.125,1,3,4
21469,2173,OK,False,"Coal County, OK",Coal County,2p4c,12036.0,13483.8564,15805.8756,21940.35,9246.85104,16187.5212,9362.74224,98063.1972,55742.27734375,2,4,6
5382,545,GA,False,"Webster County, GA",Webster County,1p2c,7776.0,6877.72488,12966.3372,10922.3262,5309.62284,8019.72072,4864.4766,56736.2112,50524.9765625,1,2,3
6398,646,IL,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",Kane County,2p3c,19785.1056,11054.98608,15470.1156,18386.0772,11174.58108,22208.2428,15799.5624,113878.6752,97553.609375,2,3,5
22484,2275,PA,True,"Pittsburgh, PA HUD Metro FMR Area",Beaver County,1p4c,12072.0084,10572.55296,13887.0984,11067.39408,8205.01836,19472.496,7374.80496,82651.3716,76502.6484375,1,4,5
2419,242,CA,True,"Oxnard-Thousand Oaks-Ventura, CA MSA",Ventura County,2p4c,32280.0,15544.5132,18268.0488,21875.88,17328.7056,17523.8316,21890.7492,144711.732,102284.1953125,2,4,6
22905,2317,PA,True,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Montgomery County,2p0c,14174.946,6904.64652,11880.43728,9465.0798,7637.96772,0.0,8561.19948,58624.2768,116070.359375,2,0,2
12102,1221,MD,True,"California-Lexington Park, MD MSA",St. Mary's County,1p2c,16116.0,7415.39724,13260.2856,7227.30396,8526.35304,16955.5212,10184.68728,79685.5488,110684.65625,1,2,3
23970,2426,SD,False,"Jackson County, SD",Jackson County,1p0c,6036.0,3361.54068,11814.47172,8058.69,3405.0996,0.0,4978.49232,37654.2948,40483.64453125,1,0,1
27038,2732,TX,True,"Oldham County, TX HUD Metro FMR Area",Oldham County,2p3c,15300.0,11091.59184,16274.8752,19110.2316,9562.71456,13416.4872,6868.6956,91624.5936,76931.859375,2,3,5
8532,860,IA,True,"Omaha-Council Bluffs, NE-IA HUD Metro FMR Area",Mills County,1p2c,10523.46756,6720.90384,13602.1332,10030.58784,6248.31588,14391.9648,8727.42192,70244.7948,91690.4296875,1,2,3
15467,1568,MO,False,"Maries County, MO",Maries County,2p2c,7944.0,8784.76752,14922.0708,21187.476,6061.49232,8869.79292,7774.67208,75544.272,65895.53125,2,2,4
21205,2147,OH,True,"Akron, OH MSA",Summit County,2p0c,7896.16776,5972.61432,11435.9868,8618.69976,5025.20652,0.0,5372.09364,44320.77,77673.2265625,2,0,2
26015,2630,TX,False,"Foard County, TX",Foard County,2p0c,7536.0,5573.172,14671.4412,11013.58008,4749.97008,0.0,5593.91424,49138.0776,54131.1875,2,0,2
29514,2980,VA,True,"Staunton-Waynesboro, VA MSA",Waynesboro city,1p4c,14161.5024,10535.96856,12524.1264,15848.3952,8948.8674,16441.3716,10129.38276,88589.6136,62955.73046875,1,4,5
19660,1993,NC,True,"Greensboro-High Point, NC HUD Metro FMR Area",Randolph County,1p0c,7172.98464,2925.78516,10838.97588,4345.47984,3659.18256,0.0,5367.24792,34309.6548,58720.07421875,1,0,1
24507,2479,TN,True,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",Dickson County,2p2c,10280.79492,8634.8562,15243.1944,16385.0652,6853.88604,11636.7774,5611.66404,74646.24,65629.5859375,2,2,4
5181,525,GA,False,"Tattnall County, GA",Tattnall County,1p1c,7776.0,4602.41424,11512.77468,7490.06028,4485.18792,5234.28924,4907.65608,46008.3804,53824.16796875,1,1,2
25753,2604,TX,False,"Crane County, TX",Crane County,1p3c,12600.0,8756.77512,13003.6308,13665.9816,7738.40184,9384.7434,3757.80468,68907.3396,74600.96875,1,3,4
23950,2424,SD,False,"Hutchinson County, SD",Hutchinson County,1p0c,6228.0,3351.16548,11550.86064,6498.69,3470.90952,0.0,4664.38296,35764.008,77053.0234375,1,0,1
9524,959,KS,False,"Morton County, KS",Morton County,1p4c,11700.0,10682.30268,14049.8352,17601.3048,8109.99096,9854.6016,6348.42192,78346.4592,59149.2890625,1,4,5
19571,1984,NC,True,"Jacksonville, NC MSA",Onslow County,1p1c,10728.0,4510.67244,10988.71512,8246.41992,5521.57212,8934.42768,6940.05108,55869.8556,58307.2890625,1,1,2
343,35,AL,True,"Dothan, AL HUD Metro FMR Area",Houston County,1p3c,11423.43312,9683.25948,11902.9212,14145.0612,7647.78732,15694.068,9042.2424,79538.772,62393.03125,1,3,4
1295,130,AR,False,"Cross County, AR",Cross County,2p0c,6492.0,5344.91928,12899.5596,9693.58008,4288.98264,0.0,5437.57032,44156.61,62636.390625,2,0,2
17275,1749,NE,False,"Red Willow County, NE",Red Willow County,2p0c,6708.0,5687.29836,12924.1116,15757.38,4491.3054,0.0,6986.28876,52554.3864,65066.88671875,2,0,2
20531,2080,OH,True,"Canton-Massillon, OH MSA",Carroll County,1p1c,8605.55268,5076.41748,12005.0412,6481.95924,4957.51716,7813.4136,5152.26156,50092.1604,69363.125,1,1,2
18642,1891,NY,True,"Poughkeepsie-Newburgh-Middletown, NY HUD Metro FMR Area",Orange County,1p2c,17824.5552,7729.03932,12529.4556,10699.22016,9259.0752,30726.4044,18980.07,107747.8248,99611.3671875,1,2,3
3237,330,FL,False,"Bradford County, FL",Bradford County,2p2c,8916.0,9054.60648,14064.0312,17387.088,6511.45968,10023.6174,4957.43736,70914.24,56017.46875,2,2,4
28876,2916,VA,False,"Page County, VA",Page County,2p1c,8784.0,7315.1514,13926.5568,13223.9484,5833.35756,6873.969,7843.49628,63800.478,64656.15625,2,1,3
14900,1512,MO,False,"Benton County, MO",Benton County,1p0c,5988.0,2988.03648,11004.59256,6426.69,3252.37212,0.0,5304.49224,34964.1828,53584.91796875,1,0,1
18080,1835,NM,False,"Hidalgo County, NM",Hidalgo County,1p0c,6888.0,3112.53768,11218.66044,4077.2802,3623.58948,0.0,4940.98056,33861.0468,54270.8359375,1,0,1
13750,1397,MN,True,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",Ramsey County,1p0c,9820.3338,3506.7924,8569.8984,3685.34988,4828.94352,0.0,5180.00568,35591.3232,88227.9765625,1,0,1
21656,2192,OK,False,"Jefferson County, OK",Jefferson County,2p1c,8736.0,7125.76176,14647.8252,13763.274,5747.34192,6030.6006,7487.54292,63538.3476,51554.8828125,2,1,3
1880,189,CA,False,"Amador County, CA",Amador County,1p0c,10560.0,4357.55232,12999.5244,5565.2802,5405.21772,0.0,7309.44144,46197.018,79965.1015625,1,0,1
4265,433,GA,False,"Crisp County, GA",Crisp County,2p0c,6816.0,5687.29836,12641.184,10485.58008,4530.438,0.0,6526.46124,46686.9612,44136.0625,2,0,2
3171,324,DE,True,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",New Castle County,1p1c,15422.9892,5244.61236,10661.06328,8587.70652,7488.687,9703.64724,9196.37112,66305.0748,94024.40625,1,1,2
12506,1272,MI,False,"Crawford County, MI",Crawford County,2p1c,9432.0,6794.33124,14044.866,10813.06644,5879.44008,6745.42164,6977.77368,60686.9004,61251.19921875,2,1,3
14728,1494,MS,True,"Tunica County, MS HUD Metro FMR Area",Tunica County,2p3c,12144.0,11347.83396,13073.118,19738.5408,8512.01808,8925.15816,7129.26564,80869.9332,42712.8828125,2,3,5
832,84,AK,True,"Matanuska-Susitna Borough, AK HUD Metro FMR Area",Matanuska-Susitna Borough,1p2c,12240.0,7370.99052,14075.5128,12158.1096,7105.8354,21899.7696,8882.625,83732.8416,93137.2265625,1,2,3
9405,947,KS,False,"Lincoln County, KS",Lincoln County,2p0c,6840.0,5401.98192,14032.0356,11533.37988,4435.75272,0.0,6573.85908,48817.008,64348.109375,2,0,2
16209,1642,MT,False,"Jefferson County, MT",Jefferson County,2p4c,13584.0,14782.9656,17873.7084,20619.4272,10278.47016,18678.4452,12594.3756,108411.3984,83649.359375,2,4,6
2518,252,CO,True,"Denver-Aurora-Lakewood, CO MSA",Broomfield County,2p3c,31958.3112,14093.2776,16161.2712,13863.2976,16686.306,26138.9856,22651.1556,141552.612,122209.7578125,2,3,5
1132,114,AR,False,"Baxter County, AR",Baxter County,1p2c,8652.0,7146.56028,12118.1676,9630.38232,5724.44124,9251.0742,5255.16024,57777.7848,52002.578125,1,2,3
30336,3062,WV,True,"Raleigh County, WV HUD Metro FMR Area",Raleigh County,2p1c,8376.0,6510.24828,13442.6268,19640.4624,5393.87508,7855.82004,9658.39092,70877.4252,57283.54296875,2,1,3
22945,2321,PA,True,"Harrisburg-Carlisle, PA MSA",Perry County,2p0c,7685.21268,6353.03544,13753.9524,9969.0798,5086.611,0.0,6890.8242,49738.7172,77354.9140625,2,0,2
29354,2964,VA,True,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Manassas city,1p4c,24681.9312,11670.04908,13593.5052,15633.2976,13171.7568,21751.9668,19769.8128,120272.316,89286.6328125,1,4,5
18335,1860,NY,False,"Cattaraugus County, NY",Cattaraugus County,2p0c,7284.0,5459.04492,12932.4936,9844.36008,4617.30756,0.0,6226.53876,46363.746,62638.44140625,2,0,2
24950,2524,TN,False,"Overton County, TN",Overton County,1p0c,6168.0,3475.66668,11568.78,5014.79004,3494.28072,0.0,4389.36912,34110.888,54550.1328125,1,0,1
6059,612,IL,False,"Christian County, IL",Christian County,2p4c,10956.0,11826.37284,15050.6628,24229.8912,8254.95192,13398.6312,8565.17208,92281.6812,66614.3125,2,4,6
11226,1129,LA,True,"Lake Charles, LA MSA",Calcasieu Parish,2p1c,10412.0772,7646.5818,13249.2804,13707.9,6543.36396,5900.01852,7618.6326,65077.8516,67001.4296875,2,1,3
5529,559,ID,False,"Adams County, ID",Adams County,2p4c,12348.0,14603.7792,16827.9564,19566.732,9765.69216,13658.43,7885.70292,94656.2928,58539.3515625,2,4,6
16095,1631,MT,False,"Dawson County, MT",Dawson County,2p0c,10524.0,6657.37284,13231.8996,10026.56028,6225.48852,0.0,7713.219,54378.5388,71963.046875,2,0,2
23308,2359,SC,False,"Clarendon County, SC",Clarendon County,2p3c,10140.0,10176.4446,13978.9968,16575.7572,7361.4492,7612.95192,3916.09392,69761.6952,55169.30859375,2,3,5
13707,1392,MN,False,"Pennington County, MN",Pennington County,2p2c,8808.0,9384.41088,14401.188,14212.9224,6591.82764,11115.07392,6359.89824,70873.3188,76959.5859375,2,2,4
19208,1947,NC,True,"Winston-Salem, NC HUD Metro FMR Area",Davie County,2p3c,12473.1924,11238.01536,15436.4544,15382.26,8591.50632,14516.4384,8634.68772,86272.5588,74546.546875,2,3,5
23496,2378,SC,False,"McCormick County, SC",McCormick County,2p1c,8148.0,6889.02612,13988.8692,10976.76564,5448.50724,4227.9642,5154.8478,54833.982,62168.15625,2,1,3
6899,696,IL,False,"Washington County, IL",Washington County,2p4c,11364.0,12901.4988,16071.864,25473.9876,8792.34744,13673.1708,10068.82032,98345.6832,80728.0390625,2,4,6
30165,3045,WV,False,"McDowell County, WV",McDowell County,2p0c,7116.0,5287.85592,13160.2944,18717.5796,4494.40608,0.0,8865.28488,57641.4204,32785.52734375,2,0,2
757,76,AK,False,"Haines Borough, AK",Haines Borough,2p2c,11868.0,9043.00416,15620.1444,18688.2336,7576.8816,17841.066,8044.05468,88681.3824,83207.8203125,2,2,4
